Position,Name + ID,Name,ID,Game,Time,TeamAbbrev,Salary
PF/C,Giannis Antetokounmpo + 739957,Giannis Antetokounmpo,739957,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,9900.0
PG,Damian Lillard + 463121,Damian Lillard,463121,POR @ GSW,2022-10-12 02:00:00+00:00,POR,9600.0
PG,Ja Morant + 1065906,Ja Morant,1065906,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,9500.0
PG,Shai Gilgeous-Alexander + 1067856,Shai Gilgeous-Alexander,1067856,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,9400.0
PG,Stephen Curry + 338365,Stephen Curry,338365,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,9300.0
PG,Cade Cunningham + 1232182,Cade Cunningham,1232182,OKC @ DET,2022-10-11 23:00:00+00:00,DET,9200.0
C,Jusuf Nurkic + 830642,Jusuf Nurkic,830642,POR @ GSW,2022-10-12 02:00:00+00:00,POR,9100.0
SF/PF,DeMar DeRozan + 457594,DeMar DeRozan,457594,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,9000.0
PG,Jrue Holiday + 457576,Jrue Holiday,457576,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,8800.0
PG/SG,Jordan Poole + 1067671,Jordan Poole,1067671,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,8700.0
C,Nikola Vucevic + 457598,Nikola Vucevic,457598,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,8600.0
C,Wendell Carter Jr. + 1060912,Wendell Carter Jr.,1060912,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,8500.0
PG/SG,Josh Giddey + 1323503,Josh Giddey,1323503,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,8400.0
SF,Khris Middleton + 512053,Khris Middleton,512053,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,8300.0
SG/SF,Josh Hart + 741892,Josh Hart,741892,POR @ GSW,2022-10-12 02:00:00+00:00,POR,8100.0
SG,Anfernee Simons + 1121307,Anfernee Simons,1121307,POR @ GSW,2022-10-12 02:00:00+00:00,POR,7900.0
SG,Klay Thompson + 457611,Klay Thompson,457611,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,7700.0
SG,Zach LaVine + 743777,Zach LaVine,743777,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,7600.0
SG,Desmond Bane + 944263,Desmond Bane,944263,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,7500.0
PF/C,Mo Bamba + 1071928,Mo Bamba,1071928,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,7400.0
SF,Saddiq Bey + 1138653,Saddiq Bey,1138653,OKC @ DET,2022-10-11 23:00:00+00:00,DET,7200.0
C,Drew Eubanks + 883573,Drew Eubanks,883573,POR @ GSW,2022-10-12 02:00:00+00:00,POR,6900.0
PF/C,Trendon Watford + 1176529,Trendon Watford,1176529,POR @ GSW,2022-10-12 02:00:00+00:00,POR,6800.0
PG,Mike Conley + 329468,Mike Conley,329468,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,6500.0
PF,Jerami Grant + 699826,Jerami Grant,699826,POR @ GSW,2022-10-12 02:00:00+00:00,POR,6300.0
PF/C,Aleksej Pokusevski + 1257423,Aleksej Pokusevski,1257423,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,6200.0
PG/SG,Alec Burks + 512995,Alec Burks,512995,OKC @ DET,2022-10-11 23:00:00+00:00,DET,6100.0
C,Moritz Wagner + 882387,Moritz Wagner,882387,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,6000.0
SG/SF,Jordan Nwora + 1076189,Jordan Nwora,1076189,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,5900.0
C,Andre Drummond + 614746,Andre Drummond,614746,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,5800.0
PG/SG,Jordan Clarkson + 551975,Jordan Clarkson,551975,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,5800.0
PF/C,Bobby Portis + 750703,Bobby Portis,750703,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,5700.0
SG/SF,Dillon Brooks + 854601,Dillon Brooks,854601,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,5700.0
C,Isaiah Roby + 944969,Isaiah Roby,944969,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,5700.0
PG,Cole Anthony + 1185943,Cole Anthony,1185943,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,5600.0
SF/PF,Lauri Markkanen + 949131,Lauri Markkanen,949131,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,5600.0
C,Marvin Bagley III + 1076209,Marvin Bagley III,1076209,OKC @ DET,2022-10-11 23:00:00+00:00,DET,5600.0
PF/C,Sandro Mamukelashvili + 1060351,Sandro Mamukelashvili,1060351,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,5500.0
PG,Tyus Jones + 842297,Tyus Jones,842297,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,5500.0
SF/PF,Chuma Okeke + 1061658,Chuma Okeke,1061658,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,5500.0
PF,Keldon Johnson + 1134174,Keldon Johnson,1134174,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,5500.0
PG/SG,Collin Sexton + 1061642,Collin Sexton,1061642,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,5500.0
SF,Luguentz Dort + 1134693,Luguentz Dort,1134693,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,5500.0
PF/C,Draymond Green + 468895,Draymond Green,468895,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,5400.0
PG/SG,Brandon Williams + 1134688,Brandon Williams,1134688,POR @ GSW,2022-10-12 02:00:00+00:00,POR,5400.0
C,Steven Adams + 679478,Steven Adams,679478,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,5400.0
C,Cody Zeller + 602028,Cody Zeller,602028,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,5400.0
C,Tony Bradley + 950065,Tony Bradley,950065,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,5300.0
PG,Jevon Carter + 843794,Jevon Carter,843794,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,5300.0
SF,Franz Wagner + 1178131,Franz Wagner,1178131,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,5300.0
SG/SF,John Konchar + 852907,John Konchar,852907,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,5300.0
C,Jakob Poeltl + 844478,Jakob Poeltl,844478,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,5300.0
SF,Simone Fontecchio + 1314104,Simone Fontecchio,1314104,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,5300.0
PF,Bojan Bogdanovic + 599812,Bojan Bogdanovic,599812,OKC @ DET,2022-10-11 23:00:00+00:00,DET,5300.0
SF/PF,Derrick Jones Jr. + 892925,Derrick Jones Jr.,892925,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,5200.0
PF/C,Serge Ibaka + 456450,Serge Ibaka,456450,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,5200.0
C,James Wiseman + 1175120,James Wiseman,1175120,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,5200.0
PG/SG,R.J. Hampton + 1257426,R.J. Hampton,1257426,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,5200.0
PF,Brandon Clarke + 892914,Brandon Clarke,892914,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,5200.0
PG,Tre Jones + 1132030,Tre Jones,1132030,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,5200.0
PF,Stanley Johnson + 844331,Stanley Johnson,844331,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,5200.0
PF/C,Darius Bazley + 1172134,Darius Bazley,1172134,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,5200.0
PF/C,Isaiah Stewart + 1177050,Isaiah Stewart,1177050,OKC @ DET,2022-10-11 23:00:00+00:00,DET,5200.0
SF/PF,Javonte Green + 624174,Javonte Green,624174,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,5100.0
PG/SG,George Hill + 277552,George Hill,277552,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,5100.0
SG/SF,Terrence Ross + 550049,Terrence Ross,550049,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,5100.0
PG/SG,Jacob Gilyard + 1076225,Jacob Gilyard,1076225,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,5100.0
PF/C,Santi Aldama + 1177024,Santi Aldama,1177024,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,5100.0
SG/SF,Devin Vassell + 1132051,Devin Vassell,1132051,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,5100.0
SG/SF,Malik Beasley + 879503,Malik Beasley,879503,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,5100.0
PG/SG,Tre Mann + 1175356,Tre Mann,1175356,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,5100.0
PG,Killian Hayes + 1257421,Killian Hayes,1257421,OKC @ DET,2022-10-11 23:00:00+00:00,DET,5100.0
PG,Goran Dragic + 456456,Goran Dragic,456456,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,5000.0
PF,Thanasis Antetokounmpo + 803207,Thanasis Antetokounmpo,803207,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,5000.0
SF,Andrew Wiggins + 794503,Andrew Wiggins,794503,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,5000.0
SF/PF,Aleem Ford + 945134,Aleem Ford,945134,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,5000.0
SF/PF,Justin Bean + 1062300,Justin Bean,1062300,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,5000.0
PF/C,Zach Collins + 955887,Zach Collins,955887,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,5000.0
PG,Nickeil Alexander-Walker + 1067668,Nickeil Alexander-Walker,1067668,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,5000.0
