points,pos,min,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,comment
14.0,SG,17:25,6.0,11.0,54.5,0.0,0.0,0.0,2.0,3.0,66.7,0.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,2,
15.0,SG,21:42,5.0,9.0,55.6,1.0,2.0,50.0,4.0,8.0,50.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,3,
,,,,,,,,,,,,,,,,,,,,,DNP - Rest
7.0,SG,20:26,1.0,5.0,20.0,4.0,5.0,80.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,-20,
10.0,SG,27:30,4.0,5.0,80.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,8,
23.0,SG,35:36,9.0,12.0,75.0,1.0,2.0,50.0,4.0,4.0,100,0.0,4.0,4.0,0.0,1.0,1.0,0.0,2.0,-5,
28.0,SG,34:24,9.0,15.0,60.0,3.0,4.0,75.0,7.0,10.0,70.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,10,
4.0,SG,29:39,2.0,6.0,33.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,-10,
12.0,SG,31:58,4.0,7.0,57.1,2.0,2.0,100,2.0,2.0,100,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,17,
15.0,SG,28:30,5.0,9.0,55.6,3.0,3.0,100,2.0,4.0,50.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,19,
23.0,SG,34:17,10.0,17.0,58.8,0.0,0.0,0.0,3.0,10.0,30.0,0.0,6.0,6.0,5.0,1.0,0.0,1.0,0.0,10,
22.0,SG,34:28,9.0,14.0,64.3,2.0,2.0,100,2.0,4.0,50.0,0.0,5.0,5.0,3.0,1.0,1.0,3.0,0.0,10,
23.0,SG,36:41,9.0,14.0,64.3,1.0,1.0,100,4.0,8.0,50.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,3,
11.0,SG,33:14,5.0,11.0,45.5,1.0,1.0,100,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,13,
14.0,SG,40:41,4.0,10.0,40.0,4.0,4.0,100,2.0,6.0,33.3,1.0,3.0,4.0,6.0,5.0,1.0,3.0,0.0,-6,
,,,,,,,,,,,,,,,,,,,,,DND - Injury/Illness
15.0,SG,36:00,4.0,12.0,33.3,5.0,5.0,100,2.0,5.0,40.0,1.0,5.0,6.0,4.0,0.0,1.0,2.0,0.0,-1,
11.0,PG,33:09,3.0,10.0,30.0,3.0,3.0,100,2.0,5.0,40.0,2.0,2.0,4.0,5.0,3.0,1.0,3.0,0.0,1,
5.0,SG,24:56,1.0,8.0,12.5,2.0,2.0,100,1.0,3.0,33.3,0.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,-33,
20.0,SG,37:41,8.0,17.0,47.1,2.0,2.0,100,2.0,8.0,25.0,2.0,4.0,6.0,5.0,3.0,1.0,2.0,0.0,13,
10.0,SG,32:38,3.0,10.0,30.0,2.0,3.0,66.7,2.0,6.0,33.3,1.0,1.0,2.0,3.0,5.0,1.0,3.0,0.0,-6,
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
24.0,PG,33:21,8.0,16.0,50.0,8.0,8.0,100,0.0,5.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,-9,
14.0,SG,46:14,4.0,11.0,36.4,3.0,4.0,75.0,3.0,8.0,37.5,0.0,3.0,3.0,1.0,5.0,0.0,1.0,0.0,-5,
24.0,SG,32:53,10.0,13.0,76.9,1.0,1.0,100,3.0,5.0,60.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,3,
17.0,SG,35:39,7.0,13.0,53.8,1.0,1.0,100,2.0,3.0,66.7,0.0,0.0,0.0,6.0,5.0,1.0,2.0,0.0,-5,
18.0,SG,33:26,7.0,14.0,50.0,2.0,3.0,66.7,2.0,4.0,50.0,0.0,2.0,2.0,5.0,3.0,1.0,1.0,0.0,13,
6.0,SG,40:53,3.0,11.0,27.3,0.0,1.0,0.0,0.0,6.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,4,
23.0,SG,34:38,8.0,14.0,57.1,3.0,4.0,75.0,4.0,8.0,50.0,1.0,3.0,4.0,8.0,0.0,1.0,1.0,0.0,-3,
18.0,SG,33:10,7.0,12.0,58.3,2.0,2.0,100,2.0,6.0,33.3,0.0,2.0,2.0,4.0,5.0,0.0,1.0,0.0,-15,
10.0,SG,35:16,5.0,9.0,55.6,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,-6,
,,,,,,,,,,,,,,,,,,,,,DNP - Injury/Illness
7.0,SG,33:13,3.0,7.0,42.9,0.0,1.0,0.0,1.0,4.0,25.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0,-1,
29.0,SG,38:30,13.0,21.0,61.9,0.0,0.0,0.0,3.0,9.0,33.3,0.0,3.0,3.0,4.0,3.0,1.0,1.0,0.0,-9,
26.0,SG,39:46,10.0,14.0,71.4,3.0,3.0,100,3.0,3.0,100,0.0,4.0,4.0,7.0,1.0,1.0,4.0,0.0,14,
12.0,PG,37:17,5.0,9.0,55.6,0.0,0.0,0.0,2.0,2.0,100,0.0,1.0,1.0,5.0,2.0,0.0,3.0,0.0,-15,
11.0,PG,35:05,4.0,14.0,28.6,0.0,0.0,0.0,3.0,8.0,37.5,1.0,4.0,5.0,9.0,2.0,0.0,3.0,0.0,29,
12.0,SG,34:19,3.0,8.0,37.5,4.0,4.0,100,2.0,4.0,50.0,1.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,4,
17.0,SG,34:09,6.0,13.0,46.2,3.0,3.0,100,2.0,6.0,33.3,0.0,3.0,3.0,6.0,0.0,2.0,2.0,0.0,3,
15.0,PG,29:51,6.0,13.0,46.2,0.0,0.0,0.0,3.0,8.0,37.5,0.0,5.0,5.0,5.0,2.0,0.0,3.0,0.0,25,
